candidate,generic,brand,rag response
"['hiprex', 'atrosept', 'cystemms-v', 'cystex', 'dolsed', 'uaa', 'urapine', 'uretron', 'urex', 'urised', 'urisedamine', 'uritin', 'uro-phosphate', 'urogesic-blue', 'urimax', 'mandelamine', 'msp-blu', 'urelle', 'mhp-a', 'usept', 'utira', 'utac', 'darcalma', 'darpaz', 'utrona-c', 'uticap', 'uribel', 'uritact', 'hyophen', 'phosphasal', 'ustell', 'prosed', 'uri-sep', 'urimar', 'uro-blue', 'uralgic', 'urolet', 'hyolev', 'uramit', 'indiomin', 'urophen']",methenamine,Hiprex,"Here is a list of brand name drugs that contain the generic 'Methenamine' and are not combination drugs:
 
 [ 'Hiprex', 'Urex', 'Urelle', 'Urogesic-Blue', 'Urimax', 'Mandelamine', 'Uritin', 'Uro-Blue', 'Uralgic', 'Urolet', 'Uramit', 'Indiomin', 'Urophen']
 
 These brands are primarily used for treating urinary tract infections and are intended for human use."
"['robaxisal', 'robaxin', 'rabdolax']",methocarbamol,Robaxin,"Here is a Python list of brand-name drugs that contain the generic ingredient ""methocarbamol"" and are not combination drugs: 
 
 ```python
 brands = [""Robaxin"", ""Robaxisal"", ""Rabdolax""]
 ```
 
 These brands are all used for human treatment and do not contain any additional active ingredients, making them suitable options for methocarbamol monotherapy."
"['maxtrex', 'trexall', 'emtexate', 'rheumatrex', 'otrexup', 'rasuvo', 'xatmep', 'reditrex', 'jylamvo']",methotrexate,Trexall,"Here is a list of brand-name drugs that contain the generic ingredient methotrexate and are not combination drugs:
 
 [ 'Trexall', 'Rheumatrex', 'Otrexup', 'Rasuvo', 'Xatmep', 'Jylamvo']
 
 These brands are specifically formulated for the active ingredient methotrexate and are commonly prescribed for various conditions, including rheumatoid arthritis, psoriasis, and certain types of cancer. They are all intended for human use and do not contain any additional active ingredients that would classify them as combination drugs."
['penthrane'],methoxyflurane,Penthrane,['Penthrane']
"['aldomet', 'aldoril', 'aldoclor']",methyldopa,Aldomet,['Aldomet']
"['ritalin', 'methylin', 'concerta', 'metadate', 'daytrana', 'quillivant', 'aptensio', 'quillichew', 'cotempla', 'relexxii', 'adhansia', 'jornay']",methylphenidate,Ritalin,"Here is a list of brand-name drugs that contain Methylphenidate and are not combination drugs: 
 
 [
  'Ritalin',
  'Methylin',
  'Concerta',
  'Metadate',
  'Daytrana',
  'Quillivant',
  'Aptensio',
  'Quillichew',
  'Cotempla',
 ]
 
 These drugs are commonly prescribed for the treatment of Attention-Deficit/Hyperactivity Disorder (ADHD) and are intended for human use only. They are all variations of Methylphenidate, which is a central nervous system stimulant. 
 
 It is important to consult a medical professional or a pharmacist for specific information and guidance on the use of these medications."
"['depo-medrol', 'medrol', 'solu-medrol', 'a-methapred', 'hybrisil', 'neo-medrol']",methylprednisolone,Medrol,"Here is a list of brand-name drugs that contain methylprednisolone as the primary ingredient and are not combination drugs:
 
 [ 'Depo-Medrol', 'Medrol', 'Solu-Medrol', 'A-Methapred']
 
 These drugs are all used for human treatment and do not contain any additional active ingredients that would make them combination drugs. They are commonly used for their anti-inflammatory and immunosuppressive effects in a variety of conditions."
['sansert'],methysergide,Sansert,"Here is a Python list of brand-name drugs that contain methysergide as the generic ingredient and are not combination drugs:
 
 [['Sansert']]
 
 Please note that this list may not be exhaustive and drug availability may vary depending on the region. It is always advisable to consult a healthcare professional or refer to reputable medical sources for the most up-to-date and accurate information."
"['reglan', 'primperan', 'mygdalon', 'maxolon', 'gastroflux', 'gastromax', 'metramid', 'parmid', 'gastrese-la', 'metozolv', 'pileran', 'gimoti']",metoclopramide,Reglan,"Here is a list of brand-name drugs that contain the generic drug metoclopramide and are not combination drugs:
 
 [ 'Reglan', 'Maxolon', 'Primperan', 'Mygdalon' ]
 
 These drugs are typically used to treat gastrointestinal issues and are intended for human use."
"['arbralene', 'betaloc', 'lopressor', 'lopresor', 'metoros', 'mepranix', 'toprol', 'dutoprol', 'kapspargo']",metoprolol,Betaloc,"Here is a list of brand-name drugs that contain Metoprolol as the primary ingredient and are not combination drugs:
 
 [ 'Betaloc', 'Lopressor', 'Toprol', 'Kapspargo']
 
 These brands are commonly used and well-known for their effectiveness in treating various cardiovascular conditions. They are all approved for human use."
"['metrolyl', 'norzol', 'rozex', 'vaginyl', 'zadstat', 'zidoval', 'flagyl', 'metrogel', 'metrocream', 'metrolotion', 'metryl', 'noritate', 'protostat', 'metrotop', 'anabact', 'elyzol', 'nidazol', 'vandazole', 'nydamax', 'pylera', 'vitazol', 'rosadan', 'nuvessa', 'likmez']",metronidazole,Flagyl,"Here is a list of brand-name drugs that contain metronidazole as the primary ingredient and are intended for human use, sorted by their brand name:
 
 [ 'Flagyl', 'MetroCream', 'MetroGel', 'MetroLotion', 'MetroTop', 'Metrolyl', 'Norzol', 'Rozex', 'Zidoval' ]
 
 These brands are well-known and trusted for their quality and effectiveness in treating various conditions, primarily related to bacterial infections. They are not combination drugs, meaning they solely contain metronidazole as the active ingredient."
['metopirone'],metyrapone,Metopirone,['Metopirone']
"['daktarin', 'gyno-daktarin', 'anti-fungal', 'baza', 'dermagran', 'desenex', 'fungoid', 'micatin', 'mitrazol', 'ony-clear', 'vagistat', 'micro-guard', 'monistat', 'secura', 'vusion', 'dermafungal', 'tetterine', 'micaderm', 'surolan', 'oravig', 'nuzole', 'inzo', 'malaseb', 'trivase', 'easotic', 'miranel', 'femmesil', 'dermasana', 'macerrx', 'micaved', 'zeasorb', 'lagicam', 'dermazole', 'vetraseb']",miconazole,Daktarin,"Here is a list of brand-name drugs that contain miconazole as the primary ingredient and are intended for human use, sorted alphabetically:
 
 ['Anti-Fungal', 'BazA', 'Daktarin', 'Dermagran', 'Desenex', 'Femmesil', 'Gyno-Daktarin', 'Micatin', 'Mitrazol', 'Monistat', 'Nuzole', 'Ony-Clear', 'Secura', 'Vagistat', 'Vusion']
 
 These brands are not combination drugs and primarily contain miconazole as the active ingredient. They are commonly used for treating fungal infections in humans."
"['versed', 'hypnovel', 'midazolan', 'seizalam', 'nayzilam']",midazolam,Seizalam,"['Versed', 'Hypnovel', 'Seizalam', 'Nayzilam']"
"['proamatine', 'orvaten']",midodrine,Proamatine,"['Proamatine', 'Orvaten']"
"['mifeprex', 'korlym']",mifepristone,Mifeprex,['Mifeprex']
['glyset'],miglitol,Glyset,['Glyset']
['impavido'],miltefosine,Impavido,['Impavido']
"['aknemin', 'blemix', 'cyclomin', 'minocin', 'minogal', 'dynacin', 'vectrin', 'dentomycin', 'arestin', 'myrac', 'solodyn', 'cleeravue-m', 'ximino', 'minolira', 'amzeeq', 'zilxi']",minocycline,Minocin,"Here is a list of brand-name drugs that contain minocycline as the primary ingredient and are not combination drugs:
 
 [
  'Solodyn',
  'Minocin',
  'Aknemin',
  'Amzeeq',
  'Zilxi'
 ]
 
 These brands are all approved for human use and primarily contain minocycline as the active ingredient. They are commonly prescribed for various conditions, especially for the treatment of acne and certain bacterial infections."
"['remeron', 'mirataz']",mirtazapine,Remeron,['Remeron']
"['arthrotec', 'cytotec']",misoprostol,Cytotec,"Here is a Python list of brand-name drugs that contain the generic ingredient ""misoprostol"" and are not combination drugs:
 
 ```python
 brands = ['Cytotec']
 ```
 
 Note: This information is not exhaustive and may not include all brands available. It is always advisable to consult a medical professional or refer to reliable pharmaceutical references for the most up-to-date and accurate information."
['mivacron'],mivacurium,Mivacron,['Mivacron']
['provigil'],modafinil,Provigil,"Here is a Python list of brand-name drugs that contain Modafinil as the primary generic ingredient and are not combination drugs:
 
 ```python
 brands = ['Provigil']
 ```
 
 'Provigil' is the brand name for the drug Modafinil, which is typically used to treat excessive sleepiness caused by narcolepsy, sleep apnea, or shift work disorder. It helps promote wakefulness and alertness."
['singulair'],montelukast,Singulair,"Here is a Python list of brand-name drugs that contain the generic drug Montelukast and are not combination drugs:
 
 [ 'Singulair' ]
 
 This list was generated based on the information available to me as an AI chatbot. Please consult a medical professional or refer to official pharmaceutical resources for specific drug recommendations and usage guidelines."
"['m-eslon', 'oramorph', 'sevredol', 'zomorph', 'kadian', 'duramorph', 'roxanol', 'msir', 'infumorph', 'rms', 'rescudose', 'avinza', 'duromorph', 'depodur', 'embeda', 'astramorph', 'cyclimorph', 'morphabond', 'arymo', 'mitigo']",morphine,Oramorph,"Here is a list of brand-name drugs that contain morphine as the primary ingredient and are not combination drugs:
 
 [ 'M-Eslon', 'Oramorph', 'Sevredol', 'Zomorph', 'Kadian', 'Duramorph', 'Roxanol', 'MSIR', 'Infumorph', 'RMS', 'Rescudose', 'Avinza', 'Duromorph' ]
 
 These drugs are indicated for the management of pain and are intended for human use. It is always advisable to consult a healthcare professional before taking any medication."
"['avelox', 'vigamox', 'moxeza']",moxifloxacin,Avelox,"Here is a Python list of brand-name drugs that contain the generic drug ""moxifloxacin"" and are not combination drugs:
 
 ```python
 moxifloxacin_brands = [""Avelox"", ""Vigamox"", ""Moxeza""]
 ```
 
 These brands are all used for human treatment and do not contain any other active ingredients combined with moxifloxacin."
['physiotens'],moxonidine,Physiotens,['Physiotens']
"['bactroban', 'centany', 'muprocin', 'muricin', 'pirnuo']",mupirocin,Bactroban,"Here is a Python list of the best brand drugs that contain the generic drug 'mupirocin' and are not combination drugs:
 
 ```python
 mupirocin_brands = ['Bactroban', 'Centany']
 ```
 
 These drugs are typically used for treating bacterial skin infections and are applied topically. 'Bactroban' and 'Centany' are two well-known and commonly prescribed options."
"['corgard', 'corgaretic', 'corzide']",nadolol,Corgard,"['Nadolol', 'Corgard']"
['synarel'],nafarelin,Synarel,['Synarel']
"['narcan', 'suboxone', 'zubsolv', 'evzio', 'bunavail', 'targiniq', 'cassipa', 'kloxxado', 'zimhi']",naloxone,Narcan,"Here is a list of brand-name drugs that contain the generic drug Naloxone and are not combination drugs: 
 
 [ 'Narcan', 'Evzio', 'Kloxxado', 'Zimhi']
 
 These brands are specifically used for naloxone and are not combination medications. They are also intended for human use."
"['revia', 'depade', 'vivitrol', 'embeda', 'contrave', 'troxyca']",naltrexone,Revia,"Here is a Python list of brand-name drugs that primarily contain Naltrexone as the active ingredient and are not combination drugs:
 
 [ 'Revia', 'Depade', 'Vivitrol' ]
 
 These drugs are typically used to treat alcohol or opioid dependence and are designed for human use."
"['durabolin', 'deca-durabolin', 'androlone-d', 'hybolin-improved', 'pri-andriol', 'nandrocot']",nandrolone,Durabolin,"Here is a Python list of brand-name drugs that contain the generic ingredient 'nandrolone' and are not combination drugs:
 
 ```python
 nandrolone_brands = [""Deca-Durabolin"", ""Durabolin"", ""Androlone-D"", ""Hybolin-Improved"", ""Pri-Andriol"", ""Nandrocot""]
 ```
 
 These brands are specifically for pharmaceutical products containing nandrolone as the primary active ingredient and are intended for human use."
"['synflex', 'arthroxen', 'laraflex', 'ec-naprosyn', 'nycopren', 'prosaid', 'rimoxyn', 'timpron', 'anaprox', 'naprosyn', 'aleve', 'naprelan', 'aflaxen', 'valrox', 'rheuflex', 'wal-proxen', 'treximet', 'vimovo']",naproxen,Aflaxen,"Here is a list of brands that primarily contain Naproxen as the main active ingredient and are not combination drugs:
 
 [ 'Synflex', 'Arthroxen', 'LaraFlex', 'Naprosyn', 'Aleve', 'Naprelan', 'Aflaxen', 'Valrox', 'Rheuflex', 'Wal-Proxen' ]
 
 These brands are commonly used and primarily contain Naproxen as their active ingredient, making them suitable options for individuals seeking treatment with this particular NSAID."
"['amerge', 'trexima']",naratriptan,Amerge,['Amerge']
['serzone'],nefazodone,Serzone,['Serzone']
['viracept'],nelfinavir,Viracept,['Viracept']
"['prostigmin', 'bloxiverz', 'prevduo']",neostigmine,Prostigmin,"['Prostigmin', 'Bloxiverz']"
['natrecor'],nesiritide,Natrecor,['Natrecor']
['viramune'],nevirapine,Viramune,"Here is a Python list of brand-name drugs that contain the generic drug Nevirapine and are not combination drugs:
 
 [['Viramune']]
 
 Nevirapine is a prescription drug used to treat HIV infection. It belongs to a class of medications known as non-nucleoside reverse transcriptase inhibitors (NNRTIs). Viramune is a well-known brand-name product that contains Nevirapine as its active ingredient. It is important to consult a healthcare professional before taking any medication."
['niclocide'],niclosamide,Niclocide,['Niclocide']
"['adalat', 'angiopine', 'calanif', 'calcilat', 'nifelease', 'adalate', 'procardia', 'calcipine', 'vasad', 'nifedical', 'nifediac']",nifedipine,Adalat,"Here is a list of brand-name drugs that contain Nifedipine as the primary ingredient and are not combination drugs:
 
 [ 'Adalat', 'Procardia', 'Nifedical', 'Nifediac', 'Calanif', 'Calcilat', 'Nifelease']
 
 These brands are commonly used and well-known for their Nifedipine formulation, primarily used for treating hypertension and related cardiovascular conditions."
['lampit'],nifurtimox,Lampit,['Lampit']
"['nimotop', 'nymalize']",nimodipine,Nymalize,"['Nimotop', 'Nymalize']"
"['orfadin', 'nityr']",nitisinone,Orfadin,"['Orfadin', 'Nityr']"
"['macrobid', 'macrodantin', 'furadantin', 'urotoin']",nitrofurantoin,Macrobid,"Here is a Python list of brand-name drugs that contain the generic drug 'nitrofurantoin' and are not combination drugs:
 
 ```python
 best_brands = ['Macrobid', 'Macrodantin', 'Furadantin']
 ```
 
 These brands are specifically formulated with 'nitrofurantoin' as the primary active ingredient and are indicated for human use. They are well-known and widely prescribed for their respective uses."
"['coro-nitro', 'deponit', 'glytrin', 'minitran', 'nitrocine', 'nitrolingual', 'nitronal', 'percutol', 'suscard', 'nitro-dur', 'sustac', 'nitrodisc', 'nitro-bid', 'nitrol', 'nitrong', 'nitrostat', 'transderm-nitro', 'nitrek', 'nitro-par', 'nitrocot', 'nitrogard', 'nitroquick', 'gtn', 'nitrotab', 'nitromist', 'rectiv', 'gonitro']",nitroglycerin,Glytrin,"Here is a list of brand-name drugs that contain nitroglycerin as the primary ingredient and are not combination drugs:
 
 [ 'Coro-Nitro', 'Deponit', 'Glytrin', 'Minitran', 'Nitrocine', 'Nitrolingual', 'Nitronal', 'Percutol', 'Suscard', 'Nitrodur', 'Nitrodisc', 'Nitrobid', 'Nitrol', 'Nitrong', 'Nitrostat', 'Rectiv', 'Gonitro' ]
 
 These brands are specifically formulated for human use and do not contain any additional active ingredients combined with nitroglycerin. They are commonly used for the treatment of angina and other cardiovascular conditions."
['nitropress'],nitroprusside,Nitropress,['Nitropress']
"['pamelor', 'aventyl', 'notriptyline']",nortriptyline,Pamelor,"['Pamelor', 'Aventyl']"
"['albamycin', 'albadry']",novobiocin,Albamycin,"['Albamycin', 'Albadry']"
"['nystan', 'nystamont', 'infestat', 'nystaform-hc', 'nystex', 'mycostatin', 'nilstat', 'bio-statin', 'mycasone', 'mycomar', 'mytrex', 'nystop', 'pedi-dri', 'myocidin', 'nyamyc', 'myco-triacet', 'mycogen', 'mycolog', 'nyst-olone', 'tri-statin', 'animax', 'dermalone']",nystatin,Nilstat,"Here is a list of brand-name drugs that contain the generic drug Nystatin and are not combination drugs:
 
 [ 'Nystatin', 'Mycostatin', 'Nilstat', 'Bio-statin', 'Nystop', 'Nyamyc', 'Mycogen', 'Mycolog', 'Animax', 'Dermalone' ]
 
 These brands are specifically formulated for human use and do not contain any additional active ingredients combined with Nystatin. They are commonly used to treat fungal infections."
"['sandostatin', 'bynfezia', 'mycapssa']",octreotide,Sandostatin,"Here is a Python list of brand-name drugs that contain Octreotide and are not combination drugs:
 
 python_list = [""Sandostatin"", ""Bynfezia"", ""Mycapssa""]"
"['floxin', 'ocuflox']",ofloxacin,Floxin,"['Floxin', 'Ocuflox']"
"['zyprexa', 'symbyax', 'lybalvi']",olanzapine,Zyprexa,"Here is a Python list of brand-name drugs that contain olanzapine as the primary ingredient and are not combination drugs:
 
 python_list = ['Zyprexa', 'Lybalvi']
 
 These drugs are typically used to treat certain mental health conditions and are prescribed for human use. It is always advisable to consult a healthcare professional before taking any medication."
['dipentum'],olsalazine,Dipentum,"Here is a Python list of brand-name drugs that contain the generic ""olsalazine"" and are not combination drugs:
 
 ```python
 brands = [""Dipentum""]
 ```
 
 'Dipentum' is the brand name for the generic drug 'olsalazine'. It is a prescription medication used to treat ulcerative colitis and maintain remission."
['xolair'],omalizumab,Xolair,['Xolair']
"['losec', 'prilosec', 'omesec', 'ulcergard', 'genozol', 'yosprala', 'talicia', 'konvomep']",omeprazole,Losec,"Here is a list of brands that primarily contain the generic drug Omeprazole and are intended for human use, sorted based on their popularity and recognition:
 
 [ 'Losec', 'Prilosec', 'Omesec', 'Genozol' ]
 
 These brands are widely recognized and trusted, and they primarily contain Omeprazole as the active ingredient. It's important to consult a medical professional or pharmacist for specific recommendations and to ensure the medication is suitable for your needs."
"['xenical', 'alli']",orlistat,Xenical,"['Xenical', 'Alli']"
['tamiflu'],oseltamivir,Tamiflu,['Tamiflu']
['eloxatin'],oxaliplatin,Eloxatin,['Eloxatin']
"['xyrem', 'xywav', 'lumryz']",oxybate,Xyrem,"['Xyrem', 'Xywav', 'Lumryz']"
"['ditropan', 'contimin', 'urimin', 'oxytrol', 'gelnique', 'anturol']",oxybutynin,Oxytrol,"Here is a Python list of brand-name drugs that contain oxybutynin as the primary generic ingredient and are not combination drugs:
 
 ```python
 brands = ['Ditropan', 'Urimin', 'Oxytrol', 'Gelnique', 'Anturol']
 ```
 
 These drugs are primarily used to treat overactive bladder and related conditions. 'Ditropan', 'Urimin', and 'Oxytrol' are usually in tablet form, while 'Gelnique' is a gel, and 'Anturol' is available as a transdermal patch. 
 
 Please note that 'Contimin' has been excluded from the list as it appears to be a medication for veterinary use, and the focus here is on human medication. 
 
 As always, it is important to consult a medical professional or a doctor for personalized advice and to ensure the medication is suitable for your specific needs and health conditions."
"['percodan', 'percocet', 'endodan', 'tylox', 'endocet', 'm-oxy', 'oxycontin', 'oxyfast', 'percolone', 'roxicet', 'roxicodone', 'roxilox', 'roxiprin', 'oxydose', 'taxadone', 'oxynorm', 'oxyrapid', 'combunox', 'endocodone', 'eth-oxydose', 'perloxx', 'narvox', 'magnacet', 'dazidox', 'xolox', 'oxecta', 'primalev', 'lynox', 'xartemis', 'primlev', 'targiniq', 'oxaydo', 'xtampza', 'troxyca', 'roxybond', 'nalocet', 'prolate']",oxycodone,Oxycontin,"Here is a list of brands that primarily contain oxycodone and are not combination drugs:
 
 [ 'Percodan', 'Percocet', 'Oxycontin', 'Oxyfast', 'Percolone', 'Roxicet', 'Roxicodone', 'Roxilox', 'Roxiprin', 'Oxynorm', 'Oxyrapid', 'Endocodone', 'Perloxx', 'Narvox', 'Oxaydo', 'Xartemis', 'Targiniq' ]
 
 These brands are commonly used for human medical purposes and mainly contain oxycodone as the primary active ingredient. It is important to note that some of these brands may contain additional inactive ingredients or small amounts of other substances to facilitate drug delivery or enhance certain properties. Always consult a medical professional and refer to the drug's package insert for specific information regarding the formulation and usage of these medications."
"['afrin', 'four-way', 'genasal', 'nostrilla', 'ocuclear', 'oxyfrin', 'afrazine', 'nasin', 'anefrin', 'kovanaze', 'rhofade', 'upneeq']",oxymetazoline,Afrin,"Here is a list of brand-name drugs that contain oxymetazoline and are not combination drugs:
 
 [ 'Afrin', 'Nostrilla', 'Ocuclear', 'Rhofade', 'Upneeq']
 
 These brands are commonly used and well-known for their oxymetazoline-based formulations. They are typically used for nasal congestion relief or, in the case of Rhofade and Upneeq, for specific eye-related conditions."
"['pitocin', 'oxoject']",oxytocin,Oxoject,"['Pitocin', 'Oxoject']"
['swineaid'],paba,SwineAid,"Here is a Python list of brand-name drugs that contain the generic ingredient PABA (para-aminobenzoic acid) and are not combination drugs:
 
 ```python
 [{'brand': 'SwineAid'}]
 ```
 
 It's important to note that this list may not be exhaustive and drug information may change over time. It is always advisable to consult a healthcare professional or refer to reliable medical sources for the most up-to-date information on drug brands and their usage."
"['taxol', 'onxol', 'abraxane', 'paccal']",paclitaxel,Taxol,"['Taxol', 'Onxol', 'Abraxane']"
['pavulon'],pancuronium,Pavulon,['Pavulon']
['vectibix'],panitumumab,Vectibix,['Vectibix']
['protonix'],pantoprazole,Protonix,['Protonix']
"['papacon', 'pavacot', 'pavagen']",papaverine,Papacon,"Here is a Python list of brand name drugs that contain the generic ""Papaverine"" and are not combination drugs:
 
 python_list = [""Papacon"", ""Pavacot"", ""Pavagen""]
 
 These drugs are typically used to treat certain circulatory and vascular conditions and are intended for human use. It is always advisable to consult a medical professional before taking any medication."
"['midrin', 'percogesic', 'percocet', 'duocet', 'talacen', 'tempra', 'vicodin', 'lortab', 'calpol', 'fanalgic', 'infadrops', 'panaleve', 'paracets', 'paramol', 'placidex', 'salzone', 'combiflex', 'fioricet', 'tylox', 'panadol', 'tylenol', 'aceta', 'aceta-gesic', 'actamin', 'alagesic', 'alidrin', 'allay', 'altenol', 'americet', 'amidrine', 'anexsia', 'anoquan', 'apacet', 'apagesic', 'apapgesic', 'apara', 'apra', 'arcet', 'axocet', 'bucet', 'bupap', 'cephadyn', 'co-gesic', 'colrex', 'conacetol', 'dolacet', 'dolagesic', 'dolgic', 'dolmar', 'dolono', 'duogesic', 'duradrin', 'ed-apap', 'endocet', 'endolor', 'esgic', 'excedrin', 'ezol', 'femcet', 'feverall', 'fiorpap', 'genace', 'genapap', 'genasec', 'genebs', 'geone', 'gericet', 'halenol', 'hy-phen', 'hyco-pap', 'hycomed', 'hydrocet', 'hydrogesic', 'ide-cet', 'infantaire', 'iso-acetazone', 'isocet', 'isocom', 'liquiprin', 'major-gesic', 'mapap', 'mardol', 'margesic', 'margesic-h', 'marten-tab', 'masophen', 'medigesic', 'midchlor', 'migquin', 'migrapap', 'migratine', 'migrazone', 'migrex', 'minotal', 'mygracet', 'norco', 'oncet', 'pacaps', 'pain-eze', 'pain-gesic', 'panacet', 'panex', 'panlor', 'pediapap', 'perisine', 'pharmagesic', 'phenagesic', 'phenylgesic', 'phrenilin', 'polygesic', 'prominol', 'q-gesic', 'q-nol', 'redutemp', 'repan', 'roxicet', 'roxilox', 'saleto', 'sedapap', 'stagesic', 'supac', 't-gesic', 't-painol', 't-panol', 'tenake', 'tencet', 'tencon', 'triaprin', 'two-dyne', 'tycolene', 'tylophen', 'ugesic', 'uni-ace', 'uni-case', 'uni-perr', 'uniserts', 'vanacet', 'vanquish', 'vendone', 'vitapap', 'vitoxapap', 'wygesic', 'zebutal', 'zydone', 'acephen', 'paldesic', 'maxidone', 'rhinoflex', 'ex-pain', 'lopap', 'contragesic', 'nonbac', 'procet', 'promacet', 'relagesic', 'ultracet', 'va-zone', 'panasorb', 'epidrin', 'staflex', 'lorcet', 'darvocet', 'migralam', 'migrend', 'taxadone', 'frenadol', 'phenco-care', 'xodol', 'ali-flex', 'dologesic', 'acuflex', 'vopac', 'hyflex', 'flextra', 'vidone', 'tylefon', 'hycet', 'levacet', 'anabar', 'ed-flex', 'lobac', 'durabac', 'novagesic', 'balacet', 'lagesic', 'alpain', 'cafgesic', 'migraten', 'migran-a', 'by-ache', 'zerlor', 'perloxx', 'narvox', 'liquicet', 'magnacet', 'codrix', 'pediaphen', 'qflex', 'propacet', 'vistra', 'trezix', 'zgesic', 'tactinal', 'cotabflu', 'zamicet', 'prodrin', 'xolox', 'triad', 'cocet', 'backprin', 'orbivan', 'pyregesic', 'tylagesic', 'zflex', 'cetazone', 'bactimicina', 'ofirmev', 'zolvit', 'arthriten', 'bf-paradac', 'duraxin', 'mejoralito', 'capacet', 'nortemp', 'acetadryl', 'sedalmex', 'xl-dol', 'ringl', 'acetadrink', 'syncol', 'pharbetol', 'un-aspirin', 'backaid', 'cetafen', 'exaprin', 'painaid', 'primalev', 'anolor', 'lynox', 'nodolor', 'xartemis', 'primlev', 'fortolin', 'verdrocet', 'ninjacof-a', 'vanatol', 'zyfrel', 'femadrine', 'sed-max', 'dolofin', 'apadaz', 'nalocet', 'dvorah', 'vtol', 'allzital', 'prolate', 'dolorex', 'combogesic']",paracetamol,Tylenol,"['Midrin', 'Percogesic', 'Panaleve', 'Calpol', 'Panadol', 'Tylenol', 'Mapap', 'Genace', 'Q-Gesic', 'Q-Nol', 'Repan', 'Sedapap', 'T-Gesic', 'T-Panol', 'Uni-Ace', 'Acephen', 'Paldesic', 'Rhinoflex', 'Ex-Pain', 'Contragesic', 'Procet', 'Relagesic', 'Va-Zone', 'Panasorb', 'Epidrin', 'Staflex', 'Lorcet', 'Darvocet', 'Migralam', 'Migran-A', 'By-Ache', 'Perloxx', 'Narvox', 'Magnacet', 'Qflex', 'Propacet', 'Vistra', 'Zgesic', 'Tactinal', 'Zamicet', 'Prodrin', 'Xolox', 'Cocet', 'Backprin', 'Pyregesic', 'Zflex', 'Cetazone', 'Bactimicina', 'Ofirmev', 'Zolvit', 'Arthriten', 'Mejoralito', 'Capacet', 'Nortemp', 'Sedalmex', 'Ringl', 'Syncol', 'Un-Aspirin', 'Backaid', 'Exaprin', 'Painaid', 'Primalev', 'Anolor', 'Lynox', 'Xartemis', 'Primlev', 'Fortolin', 'Verdrocet', 'Vanatol', 'Zyfrel', 'Femadrine', 'Sed-Max', 'Apadaz', 'Nalocet', 'Dvorah', 'Vtol', 'Allzital', 'Prolate', 'Dolorex']"
"['paromycin', 'humatin']",paromomycin,Humatin,"['Paromycin', 'Humatin']"
"['paxil', 'pexeva', 'brisdelle']",paroxetine,Brisdelle,"['Paxil', 'Pexeva', 'Brisdelle']"
['krystexxa'],pegloticase,Krystexxa,['Krystexxa']
['somavert'],pegvisomant,Somavert,['Somavert']
"['cylert', 'pemolert']",pemoline,Cylert,"['Cylert', 'Pemolert']"
"['cuprimine', 'depen', 'd-penamine']",penicillamine,Cuprimine,['Cuprimine']
"['nebupent', 'pentam']",pentamidine,Nebupent,"['Nebupent', 'Pentam']"
"['talwin', 'talacen', 'fortral']",pentazocine,Talwin,['Talwin']
['digipepsin'],pepsin,Digipepsin,['Digipepsin']
"['fentazin', 'trilafon', 'triavil', 'duo-vil', 'etrafon']",perphenazine,Trilafon,"['Trilafon', 'Fentazin']"
"['pethilorfan', 'meprozine', 'demerol']",pethidine,Demerol,['Demerol']
['nardil'],phenelzine,Nardil,['Nardil']
"['bellergal', 'quadrinal', 'donnatal', 'antispas', 'antrocol', 'barbidonna', 'barophen', 'bellalphen', 'bellatal', 'colidrops', 'd-tal', 'donnaphen', 'donnapine', 'elixiral', 'haponal', 'hyosophen', 'hypersed', 'lufyllin-epg', 'malatal', 'mudrane', 'phenobel', 'solfoton', 'spasmolin', 'spasquid', 'spastolate', 'spastrin', 'alkabel', 'servira', 'luminal', 'bronkolixir', 'chardonna', 'b-donna', 'phenohytro', 'nobatol', 'sezaby']",phenobarbital,Luminal,"Here is a list of brand-name drugs that contain Phenobarbital and are not combination drugs:
 
 [ 'Bellergal', 'Quadrinal', 'Donnatal', 'Luminal', 'Solfoton', 'Nobatol' ]
 
 These brands are well-known and trusted, and they mainly contain Phenobarbital as the active ingredient, making them suitable options for prescription. 
 
 It is always advisable to consult a medical professional or refer to the drug's leaflet/package insert for specific information regarding usage, dosage, and potential side effects."
"['dibenyline', 'dibenzyline']",phenoxybenzamine,Dibenyline,"['Dibenyline', 'Dibenzyline']"
"['oraverse', 'ryzumvi']",phentolamine,Oraverse,"['Oraverse', 'Ryzumvi']"
